EPICC_C516_A1_G1_D1	1.14882365033142	1.04526356155748	1.26264401448594	2112	0.00404340163364259
EPICC_C516_B1_G7_D1	1.08909908487841	0.991154901210872	1.19672194046956	2073	0.0754865515621466
EPICC_C516_B3_B1_D1	1.11554490529996	1.01238153085115	1.22922080047672	1974	0.026980146201628
EPICC_C516_B3_G9_D1	1.11140256352613	1.01040822098528	1.22249169450339	2046	0.0295275892149321
EPICC_C516_C1_G3_D1	1.10457523683961	0.999110857779824	1.22117224964456	1816	0.0516760041554023
EPICC_C516_C1_G8_D1	1.08323434676724	0.979225820689599	1.19829014434066	1780	0.120563220293875
EPICC_C516_D1_G5_D1	1.07651940684361	0.973945206616464	1.18989654185678	1804	0.149372066134045
EPICC_C518_A1_G4_D1	1.16885335693623	1.02669822879381	1.33069107524046	1129	0.0182358821900705
EPICC_C518_A1_G6_D1	1.17503207100631	1.03382381421448	1.33552772620397	1165	0.0134759364910209
EPICC_C518_B1_G6_D1	1.1698984630762	1.0280538915321	1.3313138787582	1137	0.0172201266058885
EPICC_C518_B1_G8_D1	1.20232279008569	1.05135459920851	1.37496910428481	1066	0.00712950676796145
EPICC_C518_D1_G6_D1	1.16131020983688	1.01892894312525	1.32358729484593	1102	0.0248230250884455
EPICC_C518_D1_G8_D1	1.17081147227088	1.02699460875017	1.33476796462382	1107	0.0182306391664638
EPICC_C519_A4_L1_D1	0.984695451939	0.644895943135915	1.50353734333385	97	0.95209789788056
EPICC_C519_B3_L1_D1	1.10394415449135	0.73425817553478	1.65976047232708	110	0.647408315066398
EPICC_C519_C1_L1_D1	0.940372865686476	0.615197746409481	1.43742582231567	96	0.843612932657375
EPICC_C519_D2_L1_D1	0.969590887569494	0.642399730170215	1.46342914715842	102	0.908075733149106
EPICC_C522_A1_G9_D1	0.605438273363636	0.0629752436655635	5.82062857589201	4	0.792132855465296
EPICC_C522_C1_G6_D1	0.588539115498533	0.0368105617722592	9.40975290229961	2	0.810330975551163
EPICC_C522_D1_G10_D1	1.59694005375351	0.144802854997669	17.6116523070164	3	0.715478897842463
EPICC_C522_D1_G2_D1	0.716171510275369	0.316485944744689	1.62061425048074	25	0.735339757315904
EPICC_C522_D1_G7_D1	1.19818079915748	0.464900595303228	3.08805203085032	21	0.721322190320323
EPICC_C524_B1_G4_D1	1.42922655896346	0.919444786083072	2.22165440248849	108	0.112448211962399
EPICC_C524_B1_G5_D1	1.52878809258772	0.985932203374864	2.3705413252937	112	0.0574713689952431
EPICC_C524_B1_G6_D1	1.36481701798189	0.895418443216058	2.08028492900219	114	0.148494037196148
EPICC_C524_C1_G10_D1	1.48555395542812	0.921587937809324	2.39463914830962	94	0.10401970277929
EPICC_C524_C1_G2_D1	1.35560239805507	0.875133439064217	2.09986018084017	105	0.173874140696804
EPICC_C524_C1_G4_D1	1.62876159111538	1.00395298973336	2.64241886604401	96	0.0477847034713791
EPICC_C524_C1_G5_D1	1.42576175813565	0.92901921035606	2.18811039459881	111	0.104383083094479
EPICC_C524_C1_G8_D1	1.54619563136173	0.968417636752401	2.46868792937251	97	0.0675199994085002
EPICC_C524_D1_G10_D1	1.51432022688767	0.967107987405795	2.37115790524322	106	0.0693140701887456
EPICC_C524_D1_G5_D1	1.40219030344726	0.906485734168917	2.16896700407991	107	0.128901743031203
EPICC_C525_A1_B1_D1	0.910811149251522	0.594503863968261	1.39541052612093	94	0.793655420092539
