EPICC_C548_B1_G4_D1	ExonicOnly	0.858939067604974	0.414142029560109	1.78146236195204	32	1.02448483246602	0.835430823097226	1.25632119558206	439	0.852487419903681	21	852444	11	383532	307	9572070	132	4216450			
EPICC_C548_C1_G3_D1	ExonicOnly	0.657583520555855	0.324766429049249	1.33147175381863	32	1.05143036384556	0.850991788561833	1.29907963445361	412	0.0304366849930669	19	852441	13	383535	290	9559920	122	4228600			
EPICC_C548_C1_G7_D1	ExonicOnly	0.726802838509103	0.36393385973066	1.45148319447127	34	1.03560423631094	0.840628695015771	1.27580276940767	421	0.203896540009615	21	852441	13	383535	295	9559920	126	4228600			
EPICC_C548_D1_G9_D1	ExonicOnly	0.794276325772502	0.390790016661143	1.61436229344653	33	0.97981921996023	0.793094362511383	1.2105065926963	400	0.693760661724483	21	850127	12	385849	275	9539770	125	4248750			
EPICC_C549_A1_G4_D1	ExonicOnly	1.04210090914767	0.202177272502249	5.37141459922175	7	0.495342999828898	0.305505489534389	0.803143568545483	67	0.876732828849869	5	832868	2	347173	38	9895300	29	3740670			
EPICC_C549_B1_G3_D1	ExonicOnly	1.02629147432112	0.199110105003092	5.28992642515648	7	0.624108785609937	0.347918033203094	1.1195507857431	48	0.936539728936047	5	836602	2	343439	30	9920920	18	3715040			
EPICC_C549_B1_G5_D1	ExonicOnly	1.01641271918689	0.197193540809561	5.23900735434466	7	0.564261715981626	0.325408193173893	0.978436928205215	53	0.957948804316742	5	838953	2	341089	32	9951100	21	3684860			
EPICC_C549_B1_G8_D1	ExonicOnly	1.03172332386785	0.200163930934531	5.31792435862547	7	0.648099625628952	0.362575178469447	1.15847220165463	49	0.922945446448221	5	835316	2	344726	31	9907580	18	3728380			
EPICC_C549_C1_G7_D1	ExonicOnly	1.66517601027377	0.186110756702972	14.8987652667568	5	0.617486481891351	0.331251955542132	1.15105639336015	42	0.10838122110846	4	833190	1	346852	26	9881190	16	3754770			
EPICC_C549_C234_L1_D1	ExonicOnly	1.0312679923823	0.200075592677207	5.31557739733494	7	0.62711447004013	0.349593592114865	1.12494250180612	48	0.92451952835221	5	835423	2	344618	30	9907920	18	3728040			
EPICC_C549_D234_L1_D1	ExonicOnly	Inf	NaN	Inf	5	0.599166443617278	0.300019131621111	1.19659218946252	34	0	5	839936	0	340106	21	9946630	13	3689330			
EPICC_C550_D1_G1_D1	ExonicOnly	Inf	NaN	Inf	1	1.21483267029751	0.482224388502437	3.06044009538568	24	0	1	836170	0	345437	18	9931590	6	4021740			
EPICC_C550_D1_G5_D1	ExonicOnly	0.198049772969754	0.0179577436782262	2.18423063551072	3	1.15711306420378	0.491897411072043	2.72193151814954	28	0.0466011755167901	1	846363	2	335244	21	10069500	7	3883850			
EPICC_C550_F1_B1_D1	ExonicOnly	1.19628245923064	0.124432509428716	11.50098826621	4	1.18759747463784	0.471413459637932	2.99182843335532	24	0.716972961858586	3	844752	1	336854	18	9996190	6	3957150			
EPICC_C550_F1_B2_D1	ExonicOnly	Inf	NaN	Inf	2	1.02925114468613	0.366928586977675	2.8870965084124	18	0	2	844752	0	336854	13	9996190	5	3957150			
EPICC_C551_B1_G5_D1	ExonicOnly	Inf	NaN	Inf	1	0.703703543049217	0.352363691240332	1.40536275548045	34	0	1	939195	0	411503	21	9753550	13	4248900			
EPICC_C551_F1_B1_D1	ExonicOnly	Inf	NaN	Inf	3	1.24535994824496	0.448560657977237	3.45755200025099	19	0	3	938850	0	411849	14	9691810	5	4310640			
EPICC_C551_F1_B2_D1	ExonicOnly	Inf	NaN	Inf	1	0.569290435315487	0.197526038034198	1.64075426014591	14	0	1	950728	0	399971	8	9812730	6	4189720			
EPICC_C552_C1_G3_D1	ExonicOnly	0.825671213774275	0.458504674835638	1.48686615921587	49	0.83297716964799	0.680658813635111	1.01938172360947	419	0.900411955015934	32	818607	17	359072	276	9645980	143	4163000			
EPICC_C552_D1_G5_D1	ExonicOnly	0.820606098076249	0.455691978044632	1.47774489203531	49	0.83098171283904	0.677047260178801	1.01991520626655	407	0.876174831420045	32	820141	17	357538	268	9649920	139	4159060			
EPICC_C552_D1_G7_D1	ExonicOnly	0.972758413929322	0.539823972190628	1.75290836057341	52	0.821956710506	0.675193067824976	1.00062197450596	441	0.847193638294259	36	822208	16	355471	290	9670260	151	4138720			
EPICC_C554_B1_G6_D1	ExonicOnly	Inf	NaN	Inf	2	0.692429509384709	0.317061273309864	1.51219593008483	27	0	2	804860	0	337367	17	9852730	10	4013130			
EPICC_C554_B1_G8_D1	ExonicOnly	Inf	NaN	Inf	2	0.625993934431759	0.301537020384544	1.29957017316235	30	0	2	798025	0	344202	18	9783090	12	4082770			
EPICC_C554_B1_G9_D1	ExonicOnly	Inf	NaN	Inf	1	0.99267502607066	0.476772530733408	2.06682211197913	35	0	1	815486	0	326741	25	9924950	10	3940900			
EPICC_C554_C1_G1_D1	ExonicOnly	Inf	NaN	Inf	1	1.12879118478605	0.504919940278615	2.52350884396644	31	0	1	813034	0	329193	23	9956650	8	3909210			
EPICC_C554_C1_G8_D1	ExonicOnly	Inf	NaN	Inf	1	1.08045143017481	0.504326639807603	2.31472138932912	34	0	1	814512	0	327715	25	9982890	9	3882970			
EPICC_C554_D1_G1_D1	ExonicOnly	Inf	NaN	Inf	3	0.677890790316469	0.371053461692159	1.238463199525	45	0	3	801982	0	340245	28	9822960	17	4042900			
EPICC_C555_A1_B1_D1	ExonicOnly	Inf	NaN	Inf	1	3.40319986874006	0.786256950434587	14.7302645471463	19	0	1	761536	0	307976	17	9812590	2	3928730			
EPICC_C555_D1_G1_D1	ExonicOnly	0.393141573900153	0.0245893448856314	6.28568672314004	2	1.83686326293153	0.624893291903201	5.39943022341067	23	0.981467084128166	1	767698	1	301814	19	9909310	4	3832010			
EPICC_C555_D1_G9_D1	ExonicOnly	Inf	NaN	Inf	1	2.87060467808173	0.856231068670612	9.62400682729559	24	0	1	754320	0	315192	21	9745020	3	3996300			
EPICC_C560_B1_G7_D1	ExonicOnly	Inf	NaN	Inf	1	0.869376898964653	0.350890372265881	2.15399584153793	21	0	1	656058	0	277816	14	9350490	7	4064550			
EPICC_C561_A1_G9_D1	ExonicOnly	Inf	NaN	Inf	1	1.03192321831837	0.403792751869335	2.6371594235026	22	0	1	990528	0	384479	16	10155200	6	3929770			
EPICC_C561_B1_G6_D1	ExonicOnly	0.397111704273308	0.0248376481445002	6.34915960152876	2	1.12946195984973	0.445312191891479	2.86469745085162	23	0.836057208174893	1	984179	1	390829	17	10070500	6	4014440			
EPICC_C561_D1_G5_D1	ExonicOnly	Inf	NaN	Inf	1	1.27562762524204	0.46731012922986	3.48211225055587	21	0	1	984179	0	390829	16	10070500	5	4014440			
EPICC_C561_G1_B1_D1	ExonicOnly	Inf	NaN	Inf	3	6.56886356368288	0.876895478543504	49.2076697025096	19	0	3	1000710	0	374297	18	10319100	1	3765820			
EPICC_C561_G1_B2_D1	ExonicOnly	Inf	NaN	Inf	3	6.20449175784241	0.825678671274161	46.6231383885175	18	0	3	997233	0	377774	17	10318900	1	3766090			
EPICC_C562_A1_G5_D1	ExonicOnly	0.497266558550183	0.191855935278191	1.28885603968674	17	1.04826981900521	0.769158804167991	1.42866452514684	192	0.00696767704700149	9	959459	8	424095	135	9735930	57	4309150			
EPICC_C562_A1_G7_D1	ExonicOnly	0.994533117100366	0.306269579225137	3.22950364915315	13	1.05543747588729	0.726181922914797	1.53398001043454	132	0.979944018948547	9	959459	4	424095	93	9735930	39	4309150			
