EPICC_C530_C1_G7_D1	Inf	NA	Inf	6
EPICC_C530_D1_G10_D1	Inf	NA	Inf	2
EPICC_C530_D1_G1_D1	Inf	NA	Inf	3
EPICC_C530_D1_G2_D1	Inf	NA	Inf	4
EPICC_C530_D1_G5_D1	Inf	NA	Inf	5
EPICC_C530_F1_B1_D1	Inf	NA	Inf	2
EPICC_C530_F1_B2_D1	Inf	NA	Inf	2
EPICC_C531_A1_G10_D1	Inf	NA	Inf	6
EPICC_C531_A1_G7_D1	Inf	NA	Inf	7
EPICC_C531_B1_G3_D1	Inf	NA	Inf	7
EPICC_C531_B1_G5_D1	Inf	NA	Inf	8
EPICC_C531_B1_G8_D1	Inf	NA	Inf	8
EPICC_C531_C1_G1_D1	Inf	NA	Inf	6
EPICC_C531_C1_G2_D1	Inf	NA	Inf	7
EPICC_C531_C1_G4_D1	Inf	NA	Inf	8
EPICC_C531_C1_G7_D1	3.06994516414172	0.383959143227501	24.54574523637	9
EPICC_C531_D1_G7_D1	Inf	NA	Inf	9
EPICC_C532_A1_G3_D1	0.51638517869056	0.115580474672537	2.30708217392917	7
EPICC_C532_A1_G4_D1	1.56776089425641	0.175226207246739	14.0268642469598	5
EPICC_C532_A1_G5_D1	0.62879297537637	0.105071572493385	3.76296458214289	5
EPICC_C532_B1_B1_D1	0.530434737890779	0.142449963407182	1.97515678089022	9
EPICC_C532_B1_G10_D1	1.05715020695284	0.205108941767487	5.4486486568066	7
EPICC_C532_C1_G10_D1	0.821663164961875	0.150503217612068	4.48582008655361	6
EPICC_C532_C1_G6_D1	0.541077184035111	0.121107094445106	2.41740189065526	7
EPICC_C532_C1_G7_D1	0.413710639478745	0.103475983763961	1.65406973668728	8
EPICC_C532_D1_B1_D1	0.411915007920497	0.103027089216508	1.64688699875408	8
EPICC_C532_D1_G8_D1	0.397351958928227	0.0993846776974026	1.58866117918925	8
EPICC_C536_B1_G1_D1	0.886225396557337	0.46278682948892	1.69709983832202	40
EPICC_C536_B1_G9_D1	0.828227242842442	0.438700232517491	1.56361979078515	41
EPICC_C536_C1_B1_D1	0.657615574322275	0.351339342593639	1.2308847634277	40
EPICC_C536_D1_G1_D1	0.64631213697289	0.345300593413907	1.20972678983424	40
EPICC_C536_D1_G4_D1	0.700889999907242	0.378506226282413	1.2978565684239	42
EPICC_C536_D1_G8_D1	0.534588077980578	0.277878658936671	1.02845038266901	36
EPICC_C536_D1_G9_D1	0.651530719122514	0.342190649262864	1.24051396166064	38
EPICC_C536_F1_B1_D1	Inf	NA	Inf	3
EPICC_C536_F1_B2_D1	Inf	NA	Inf	3
EPICC_C537_A1_G10_D1	1.15800330840784	0.12045273909777	11.1327618809486	4
EPICC_C537_A1_G1_D1	1.1567149626757	0.120318749176401	11.1203741232067	4
EPICC_C537_B1_G7_D1	0.411038923963247	0.0257086968442793	6.57182268071511	2
EPICC_C537_C1_G10_D1	0.988358298362815	0.102806938943835	9.50181121992468	4
EPICC_C537_C1_G1_D1	0.990861879411356	0.103067400255818	9.52587589901084	4
EPICC_C537_C1_G5_D1	0.934051254097483	0.0971579930620847	8.9797217684764	4
EPICC_C537_D1_G1_D1	0.746121457848227	0.0676540265182271	8.22858976045691	3
EPICC_C538_B1_G10_D1	Inf	NA	Inf	5
EPICC_C538_B1_G8_D1	Inf	NA	Inf	5
EPICC_C538_B1_G9_D1	Inf	NA	Inf	5
EPICC_C538_C1_G10_D1	Inf	NA	Inf	5
EPICC_C538_C1_G2_D1	Inf	NA	Inf	5
EPICC_C538_C1_G3_D1	Inf	NA	Inf	5
EPICC_C538_D1_G10_D1	Inf	NA	Inf	5
EPICC_C538_D1_G4_D1	Inf	NA	Inf	5
EPICC_C538_D1_G8_D1	Inf	NA	Inf	5
EPICC_C539_A1_G5_D1	1.55336739036228	0.18147749767654	13.2961401845075	6
EPICC_C539_A1_G7_D1	1.47458142873499	0.172272926891932	12.6217765565344	6
EPICC_C539_A1_G8_D1	1.54634965975372	0.180657592722698	13.2360740236966	6
EPICC_C539_B1_G1_D1	1.07097951959639	0.119701912079015	9.58211202706427	5
EPICC_C539_B1_G3_D1	1.43836779728312	0.168042176409941	12.3118015040104	6
EPICC_C539_C1_G1_D1	1.4905548829671	0.174139329677663	12.7584840440675	6
EPICC_C539_C1_G3_D1	Inf	NA	Inf	5
EPICC_C539_D1_G10_D1	1.4190345359272	0.165783584316565	12.146311243392	6
EPICC_C539_D1_G4_D1	Inf	NA	Inf	4
EPICC_C542_A1_G1_D1	Inf	NA	Inf	2
EPICC_C542_A1_G4_D1	Inf	NA	Inf	2
EPICC_C542_B1_G1_D1	Inf	NA	Inf	1
EPICC_C542_B1_G6_D1	Inf	NA	Inf	1
EPICC_C542_B1_G7_D1	0.541352832228663	0.0490868154448912	5.97029744761118	3
EPICC_C542_C1_G2_D1	Inf	NA	Inf	2
EPICC_C542_C1_G5_D1	0.594788840214526	0.0539321241119054	6.5596111829322	3
EPICC_C542_C1_G7_D1	0.606945444804868	0.0550344185659012	6.69367974748852	3
EPICC_C542_D1_G3_D1	0.586972863093624	0.0532234757208637	6.4734055290806	3
EPICC_C542_F1_B1_D1	0.584185714300758	0.0529707276348744	6.44267058488361	3
EPICC_C542_F1_B2_D1	0.582932149171536	0.0528570764869881	6.42884383931824	3
EPICC_C543_A1_G1_D1	Inf	NA	Inf	2
EPICC_C543_A1_G7_D1	Inf	NA	Inf	2
EPICC_C543_B1_G10_D1	Inf	NA	Inf	3
EPICC_C543_B1_G1_D1	Inf	NA	Inf	2
EPICC_C543_B1_G2_D1	Inf	NA	Inf	2
EPICC_C543_B1_G5_D1	Inf	NA	Inf	2
EPICC_C544_A1_G1_D1	Inf	NA	Inf	1
EPICC_C544_A1_G4_D1	Inf	NA	Inf	1
EPICC_C544_A1_G8_D1	Inf	NA	Inf	1
EPICC_C544_C1_G10_D1	Inf	NA	Inf	1
EPICC_C544_D1_G3_D1	Inf	NA	Inf	2
EPICC_C544_D1_G8_D1	Inf	NA	Inf	1
EPICC_C547_A4_L1_D1	Inf	NA	Inf	5
EPICC_C547_C3_L1_D1	Inf	NA	Inf	3
EPICC_C548_A1_G10_D1	1.07021066145218	0.509393170967792	2.24846135591072	33
EPICC_C548_A1_G4_D1	1.05787188685342	0.503521345367221	2.2225332437072	33
EPICC_C548_B1_G10_D1	1.07105899511025	0.529248492153518	2.16754017822278	37
EPICC_C548_B1_G4_D1	0.801283080896046	0.394245603189654	1.62856496188087	33
EPICC_C548_C1_G3_D1	0.90976773822027	0.454980766561445	1.81914796918047	36
EPICC_C548_C1_G7_D1	0.989000397246918	0.484477035568874	2.01892290850494	35
EPICC_C548_D1_G1_D1	0.930992298432692	0.465594813454098	1.86159002354616	36
EPICC_C548_D1_G9_D1	0.923400238585529	0.461799090502438	1.84640467717706	36
EPICC_C549_A1_G4_D1	2.22323972076114	0.273528069835236	18.0705214603658	8
EPICC_C549_B1_G3_D1	1.78188219348565	0.2145189579792	14.8010422079762	7
EPICC_C549_B1_G5_D1	1.74023054926773	0.209504540783659	14.4550679105896	7
EPICC_C549_B1_G8_D1	0.849832945711255	0.171527592815231	4.21049478840549	8
EPICC_C549_C1_G7_D1	2.06266729052625	0.248321855163167	17.1333946768854	7
EPICC_C549_C234_L1_D1	1.78189463272398	0.214520467038837	14.8011447390504	7
EPICC_C549_D234_L1_D1	1.52621035823033	0.178303072352112	13.0638133535335	6
EPICC_C550_C1_G5_D1	1.46101685120664	0.163294206109904	13.0719288232009	5
EPICC_C550_C1_G7_D1	Inf	NA	Inf	6
EPICC_C550_D1_G1_D1	Inf	NA	Inf	4
EPICC_C550_D1_G5_D1	Inf	NA	Inf	2
EPICC_C550_F1_B1_D1	0.990793750966683	0.103059131588353	9.52533018496313	4
EPICC_C550_F1_B2_D1	0.596945463593064	0.0541269821739208	6.58347966563764	3
EPICC_C551_A1_G1_D1	Inf	NA	Inf	2
EPICC_C551_A1_G5_D1	Inf	NA	Inf	3
EPICC_C551_A1_G8_D1	Inf	NA	Inf	2
EPICC_C551_B1_G3_D1	1.30661628326366	0.135910941723259	12.5615060130038	4
EPICC_C551_B1_G5_D1	Inf	NA	Inf	2
EPICC_C551_C1_G3_D1	Inf	NA	Inf	2
EPICC_C551_C1_G5_D1	Inf	NA	Inf	2
EPICC_C551_C1_G9_D1	Inf	NA	Inf	2
EPICC_C551_D1_G2_D1	Inf	NA	Inf	2
EPICC_C551_D1_G9_D1	Inf	NA	Inf	2
EPICC_C551_F1_B1_D1	Inf	NA	Inf	5
EPICC_C551_F1_B2_D1	Inf	NA	Inf	1
EPICC_C552_C1_G3_D1	3.00721436519683	1.04953136683154	8.6165487988676	30
EPICC_C552_C1_G9_D1	2.85104911385086	0.992244200627229	8.19201668747623	29
EPICC_C552_D1_G5_D1	7.41207635851872	1.77390374144484	30.9706071761056	33
EPICC_C552_D1_G7_D1	8.0059323951091	1.92337802453417	33.3241581724844	36
EPICC_C552_F1_B2_D1	0.65184500599058	0.0591057044150923	7.18884777771742	3
EPICC_C554_B1_G6_D1	0.214350403929642	0.0512277442452175	0.896898669690893	8
EPICC_C554_B1_G8_D1	0.294479709463317	0.0492075274216967	1.76229743352972	5
EPICC_C554_B1_G9_D1	0.185354285191124	0.0339505051224962	1.01194992282891	6
EPICC_C554_C1_G1_D1	0.270180223264265	0.0451472328137382	1.61687324989086	5
EPICC_C554_C1_G5_D1	0.264333543102784	0.0441702886668215	1.58188284745705	5
EPICC_C554_C1_G8_D1	0.171285497027852	0.0313737612255684	0.935135614794198	6
EPICC_C554_D1_G1_D1	0.489873879929989	0.069007407029536	3.47754579642369	4
EPICC_C554_D1_G4_D1	0.259227234279305	0.0235057741190865	2.85881922678449	3
EPICC_C555_A1_B1_D1	Inf	NA	Inf	5
EPICC_C555_D1_G1_D1	Inf	NA	Inf	5
EPICC_C555_D1_G8_D1	1.86902860479479	0.225009642677263	15.524969881187	7
EPICC_C555_D1_G9_D1	Inf	NA	Inf	6
EPICC_C559_A1_G10_D1	0.872662170961679	0.169315261471057	4.49775913884601	7
EPICC_C559_A1_G1_D1	1.73518147132622	0.202717505206452	14.8524654314757	6
EPICC_C559_B1_G10_D1	0.644252914014782	0.153975010135973	2.695644032431	8
EPICC_C559_B1_G7_D1	0.950904597871728	0.184494342565293	4.90106927768579	7
EPICC_C559_B1_G8_D1	0.964770464368484	0.187184547350763	4.97253679372154	7
EPICC_C559_C1_G4_D1	0.902432982304538	0.175091386960494	4.65120130514936	7
EPICC_C559_C1_G7_D1	0.907143937941957	0.176005480081967	4.67548012574158	7
EPICC_C559_C1_G8_D1	0.909599436080277	0.176481871999273	4.68813666097653	7
EPICC_C559_D1_G10_D1	0.889158567319754	0.172515822853995	4.58278518896917	7
EPICC_C559_D1_G1_D1	0.848293661015546	0.164587273861069	4.37216145840406	7
EPICC_C559_D1_G5_D1	0.884086955396217	0.171532016874796	4.5566405557527	7
EPICC_C560_A1_G10_D1	Inf	NA	Inf	7
EPICC_C560_A1_G6_D1	2.25371317836016	0.27727739334474	18.3182012389998	8
EPICC_C560_B1_G3_D1	1.82601236061983	0.219831046312579	15.1676535096653	7
EPICC_C560_B1_G7_D1	Inf	NA	Inf	7
EPICC_C560_C1_G4_D1	Inf	NA	Inf	7
EPICC_C560_C1_G6_D1	Inf	NA	Inf	7
EPICC_C561_A1_G8_D1	Inf	NA	Inf	6
EPICC_C561_A1_G9_D1	Inf	NA	Inf	6
EPICC_C561_B1_G6_D1	Inf	NA	Inf	7
EPICC_C561_B1_G8_D1	Inf	NA	Inf	7
EPICC_C561_B1_G9_D1	Inf	NA	Inf	7
EPICC_C561_C1_G10_D1	Inf	NA	Inf	6
EPICC_C561_C1_G1_D1	Inf	NA	Inf	6
EPICC_C561_D1_G10_D1	Inf	NA	Inf	6
EPICC_C561_D1_G5_D1	Inf	NA	Inf	6
EPICC_C561_D1_G6_D1	Inf	NA	Inf	7
EPICC_C561_F1_B1_D1	Inf	NA	Inf	3
EPICC_C561_F1_B2_D1	Inf	NA	Inf	2
EPICC_C561_G1_B2_D1	Inf	NA	Inf	2
EPICC_C562_A1_G5_D1	1.95613441466398	0.662037148876317	5.77982950764543	22
EPICC_C562_A1_G7_D1	1.37403865456474	0.443159897897369	4.26027317272131	16
