EPICC_C516_A1_G1_D1	1.22531313824015	0.649867821431817	2.31030409143201	49
EPICC_C516_B1_G7_D1	1.30466245848698	0.677265055845966	2.51326141204667	47
EPICC_C516_B3_B1_D1	1.57822070819587	0.781552622721276	3.18696467949358	45
EPICC_C516_B3_G9_D1	1.34518839717047	0.679889839137744	2.66150737916152	44
EPICC_C516_C1_G3_D1	1.21683663754734	0.60982563858931	2.42805698675241	41
EPICC_C516_C1_G8_D1	1.15102715113661	0.573057803530113	2.31191948611871	39
EPICC_C516_D1_G5_D1	1.27024090703716	0.61704073999355	2.61491965980634	38
EPICC_C518_A1_G4_D1	1.57370053618912	0.680673007747778	3.63835990176298	32
EPICC_C518_A1_G6_D1	1.42434541653297	0.644878377025375	3.1459573430831	34
EPICC_C518_B1_G6_D1	2.12673902778276	0.882991446655127	5.12238132025862	35
EPICC_C518_B1_G8_D1	1.98796331973022	0.820798460935756	4.81482160198897	33
EPICC_C518_D1_G6_D1	1.96075974743732	0.861265391450494	4.46387237352662	37
EPICC_C518_D1_G8_D1	2.54608662252678	0.983136454340679	6.59375111235932	33
EPICC_C519_A4_L1_D1	0.441374349249886	0.0890861737259012	2.18677386207149	6
EPICC_C519_B3_L1_D1	0.411326063937152	0.0830218477293176	2.03788683944556	6
EPICC_C519_C1_L1_D1	0.61179396375439	0.102228369253944	3.66133057602175	5
EPICC_C519_D2_L1_D1	0.814444800710674	0.149177168029286	4.44652718755478	6
EPICC_C522_D1_G2_D1	0	0	NA	1
EPICC_C522_D1_G7_D1	Inf	NA	Inf	1
EPICC_C524_B1_G4_D1	Inf	NA	Inf	5
EPICC_C524_B1_G5_D1	Inf	NA	Inf	4
EPICC_C524_B1_G6_D1	Inf	NA	Inf	4
EPICC_C524_C1_G10_D1	Inf	NA	Inf	4
EPICC_C524_C1_G2_D1	Inf	NA	Inf	3
EPICC_C524_C1_G4_D1	Inf	NA	Inf	4
EPICC_C524_C1_G5_D1	Inf	NA	Inf	5
EPICC_C524_C1_G8_D1	Inf	NA	Inf	4
EPICC_C524_D1_G10_D1	Inf	NA	Inf	6
EPICC_C524_D1_G5_D1	Inf	NA	Inf	5
EPICC_C525_A1_B1_D1	0.857020714097956	0.0891448661853622	8.23922381425453	4
EPICC_C525_B1_B1_D1	0.584933376527914	0.0530380330831374	6.45097555635272	3
EPICC_C525_B1_G1_D1	0.855802828399612	0.0890183156420805	8.22750324822546	4
EPICC_C525_B1_G2_D1	0.905076901652603	0.0941437073886207	8.70121031588022	4
EPICC_C525_B1_G3_D1	0.616707183568466	0.0559190993358664	6.80139263296409	3
EPICC_C525_C1_B1_D1	0.915175933668036	0.0951940284531234	8.79831438142778	4
EPICC_C525_C1_G7_D1	0.871139629016364	0.0906136351132441	8.37494547365146	4
EPICC_C525_C1_G9_D1	0.916872027283296	0.0953704554040341	8.81461990354533	4
EPICC_C525_D1_G10_D1	0.615629814111381	0.0558214028992119	6.78951169871377	3
EPICC_C525_D1_G8_D1	1.02125750106711	0.106228575195479	9.81813868412155	4
EPICC_C527_A3_L1_D1	Inf	NA	Inf	2
EPICC_C527_B1_G7_D1	Inf	NA	Inf	2
EPICC_C527_B3_L1_D1	Inf	NA	Inf	1
EPICC_C527_C2_L1_D1	Inf	NA	Inf	1
EPICC_C528_A1_G7_D1	0.709081939623805	0.0642958836521717	7.82005267741078	3
EPICC_C528_B1_G2_D1	0.738129672685632	0.066929787425625	8.14040257194064	3
EPICC_C528_B1_G9_D1	0.91584883835679	0.0830446275976795	10.1003414547544	3
EPICC_C528_C1_G10_D1	0.699353324218562	0.0634137530811249	7.71276021890482	3
EPICC_C528_C1_G9_D1	0.7764474663817	0.0704042778568843	8.56298347773779	3
EPICC_C530_A1_G1_D1	Inf	NA	Inf	5
EPICC_C530_A1_G4_D1	Inf	NA	Inf	3
EPICC_C530_A1_G6_D1	Inf	NA	Inf	4
EPICC_C530_A1_G9_D1	Inf	NA	Inf	5
EPICC_C530_B1_G2_D1	Inf	NA	Inf	2
EPICC_C530_B1_G7_D1	Inf	NA	Inf	2
